,nose_x,nose_y,neck_x,neck_y,Rshoulder_x,Rshoulder_y,Relbow_x,Relbow_y,Rwrist_x,Rwrist_y,Lshoulder_x,Lshoulder_y,Lelbow_x,Lelbow_y,Lwrist_x,Lwrist_y,Rhip_x,Rhip_y,Rknee_x,Rknee_y,Rankle_x,Rankle_y,Lhip_x,Lhip_y,Lknee_x,Lknee_y,Lankle_x,Lankle_y,Reye_x,Reye_y,Leye_x,Leye_y,Rear_x,Rear_y,Lear_x,Lear_y,class
181,0.233333333,0.44,0.313333333,0.393333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
182,0.22,0.466666667,0.3,0.606666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
183,0.22,0.466666667,0.3,0.606666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
184,0.22,0.56,0.34,0.553333333,0.273333333,0.613333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
185,0.22,0.56,0.34,0.553333333,0.273333333,0.613333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
186,0.22,0.56,0.34,0.553333333,0.273333333,0.613333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
187,0.22,0.573333333,0.34,0.566666667,0.273333333,0.633333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
188,0.22,0.573333333,0.34,0.566666667,0.273333333,0.633333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
189,0.22,0.573333333,0.34,0.566666667,0.273333333,0.633333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
190,0.233333333,0.566666667,0.326666667,0.566666667,0.253333333,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
191,0.233333333,0.566666667,0.326666667,0.566666667,0.253333333,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
192,0.233333333,0.566666667,0.326666667,0.566666667,0.253333333,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
193,0.233333333,0.58,0.333333333,0.573333333,0.253333333,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
194,0.233333333,0.58,0.333333333,0.573333333,0.253333333,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
195,0.233333333,0.58,0.333333333,0.573333333,0.253333333,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
196,0.233333333,0.573333333,0.346666667,0.58,0.266666667,0.653333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
197,0.233333333,0.573333333,0.346666667,0.58,0.266666667,0.653333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
198,0.233333333,0.573333333,0.346666667,0.58,0.266666667,0.653333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
199,0.24,0.56,0.353333333,0.58,0.266666667,0.653333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
200,0.24,0.56,0.353333333,0.58,0.266666667,0.653333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
201,0.24,0.56,0.353333333,0.58,0.266666667,0.653333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
202,0.546666667,0.246666667,0.566666667,0.44,0.44,0.386666667,0.286666667,0.466666667,0.08,0.553333333,0.693333333,0.413333333,0.806666667,0.56,0.853333333,0.713333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
203,0.546666667,0.246666667,0.566666667,0.44,0.44,0.386666667,0.286666667,0.466666667,0.08,0.553333333,0.693333333,0.413333333,0.806666667,0.56,0.853333333,0.713333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
204,0.546666667,0.246666667,0.566666667,0.44,0.44,0.386666667,0.286666667,0.466666667,0.08,0.553333333,0.693333333,0.413333333,0.806666667,0.56,0.853333333,0.713333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
205,0.546666667,0.246666667,0.566666667,0.44,0.44,0.386666667,0.286666667,0.466666667,0.08,0.553333333,0.693333333,0.413333333,0.806666667,0.56,0.853333333,0.713333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
206,0.546666667,0.246666667,0.566666667,0.44,0.44,0.386666667,0.286666667,0.466666667,0.08,0.553333333,0.693333333,0.413333333,0.806666667,0.56,0.853333333,0.713333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
207,0.546666667,0.246666667,0.566666667,0.44,0.44,0.386666667,0.286666667,0.466666667,0.08,0.553333333,0.693333333,0.413333333,0.806666667,0.56,0.853333333,0.713333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
208,0.546666667,0.246666667,0.566666667,0.44,0.44,0.386666667,0.286666667,0.466666667,0.08,0.553333333,0.693333333,0.413333333,0.806666667,0.56,0.853333333,0.713333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
209,0.546666667,0.246666667,0.566666667,0.44,0.44,0.386666667,0.286666667,0.466666667,0.08,0.553333333,0.693333333,0.413333333,0.806666667,0.56,0.853333333,0.713333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
210,0.8,0.473333333,0.7,0.486666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
211,0.8,0.473333333,0.7,0.486666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
212,0.66,0.393333333,0.62,0.486666667,0.48,0.473333333,0.413333333,0.506666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
213,0.66,0.393333333,0.62,0.486666667,0.48,0.473333333,0.413333333,0.506666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
214,0.66,0.393333333,0.62,0.486666667,0.48,0.473333333,0.413333333,0.506666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
215,0.66,0.393333333,0.62,0.486666667,0.48,0.473333333,0.413333333,0.506666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
